603922 金鸿顺 日线 不复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额   涨幅   是否涨停






2017/10/31,40.70,43.70,40.00,41.79,18388534,773799232.00,2.70%,否
2017/11/01,40.60,43.38,39.38,43.20,15782374,656768576.00,3.37%,否
2017/11/02,41.31,41.80,38.88,38.88,11231643,448782496.00,-10.00%,否
2017/11/03,37.47,38.11,35.88,36.13,8849353,326495616.00,-7.07%,否
2017/11/06,36.90,37.20,36.02,36.41,5438562,198604304.00,0.77%,否
2017/11/07,36.17,36.58,34.90,36.37,6977762,248671456.00,-0.11%,否
2017/11/08,36.08,38.39,35.91,37.33,9641954,360824992.00,2.64%,否
2017/11/09,36.84,38.25,36.68,37.74,6956399,261152032.00,1.10%,否
2017/11/10,37.25,38.48,37.25,37.40,6563010,248064960.00,-0.90%,否
2017/11/13,36.99,37.48,36.21,36.30,5571346,204493120.00,-2.94%,否
2017/11/14,36.20,36.47,34.50,34.81,6098132,215084512.00,-4.10%,否
2017/11/15,34.76,34.76,33.65,34.00,3594912,122531352.00,-2.33%,否
2017/11/16,33.80,34.33,33.67,33.80,2476158,84147400.00,-0.59%,否
2017/11/17,34.10,34.24,30.58,30.96,4520778,145287936.00,-8.40%,否
2017/11/20,30.61,31.34,29.62,31.20,2747520,84205232.00,0.78%,否
2017/11/21,31.24,31.24,29.86,30.72,3068521,93787960.00,-1.54%,否
2017/11/22,30.90,31.15,30.16,30.37,2057602,63042192.00,-1.14%,否
2017/11/23,29.85,30.26,28.66,28.83,2701142,80208552.00,-5.07%,否
2017/11/24,28.11,28.97,28.11,28.39,2018893,57815172.00,-1.53%,否
2017/11/27,28.56,29.39,28.01,28.90,2317891,66643088.00,1.80%,否
2017/11/28,28.75,29.73,28.65,29.62,2363651,69684672.00,2.49%,否
2017/11/29,29.60,29.61,28.40,29.00,2201145,63581880.00,-2.09%,否
2017/11/30,28.81,29.54,28.80,28.98,1771394,51720788.00,-0.07%,否
2017/12/01,28.90,29.18,28.70,28.99,1269102,36724988.00,0.03%,否
2017/12/04,28.86,28.95,26.53,26.77,3119346,85271552.00,-7.66%,否
2017/12/05,26.41,27.03,25.00,25.55,2122353,55207156.00,-4.56%,否
2017/12/06,25.53,26.00,25.06,25.99,1818741,46638204.00,1.72%,否
2017/12/07,25.93,26.44,25.51,26.39,2057736,53388904.00,1.54%,否
2017/12/08,27.09,29.03,27.09,29.03,3290093,93209704.00,10.00%,是
2017/12/11,29.49,29.59,28.60,28.86,5335482,154764336.00,-0.59%,否
2017/12/12,28.60,28.83,27.71,27.86,2728029,76823056.00,-3.47%,否
2017/12/13,27.41,28.39,27.41,28.01,2135133,59785360.00,0.54%,否
2017/12/14,27.75,28.42,27.34,28.39,2217840,61756768.00,1.36%,否
2017/12/15,28.00,28.18,27.44,27.47,1667810,46319712.00,-3.24%,否
2017/12/18,27.47,27.77,26.91,27.16,1218209,33244780.00,-1.13%,否
2017/12/19,27.03,27.78,27.03,27.70,1448352,39898632.00,1.99%,否
2017/12/20,27.60,27.68,26.61,26.84,1622353,43893480.00,-3.10%,否
2017/12/21,26.83,27.12,25.89,26.93,1731591,46072484.00,0.34%,否
2017/12/22,26.85,27.19,26.26,26.68,1314221,35317900.00,-0.93%,否
2017/12/25,26.40,26.46,25.62,26.24,1770593,46197068.00,-1.65%,否
2017/12/26,26.21,27.96,25.95,27.62,3117893,85036264.00,5.26%,否
